"PWS ID","PWS Name","EPA Region","Primacy Agency","PWS Type","Primacy Type","Primary Source","Activity Status","Deactivation Date","Population Served Count","Rule Name","Violation Code","Violation Type","Violation Category Code","Is Health Based","Contaminant Name","Compliance Period Begin Date","Compliance Period End Date","Compliance Status","RTC Date","Enforcement Action Type Code","Enforcement Action Description","Is Major Violation","Severity Indicator Count","Public Notification Tier","Violation First Reported Date"
"OR4100163","CANBY REGENCY","Region 10","Oregon","Community water system","State","Ground water","Active","-","300","Lead and Copper Rule","53","Water Quality Parameter M/R","MR","N","Lead and Copper Rule","01-JAN-1995","30-JUN-1995","Returned to Compliance","06-FEB-2006","SOX","State Compliance achieved","-","-","3","20-AUG-1998"
"AK2120224","HYDABURG","Region 10","Alaska","Community water system","State","Surface water","Active","-","415","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","16-DEC-1998","Returned to Compliance","16-DEC-1998","SOX","State Compliance achieved","-","-","3","02-JUN-1999"
"ID5340008","MINICO HIGH SCHOOL","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Active","-","1,100","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","01-FEB-1996","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"ID6210018","THATCHER WATER COMPANY","Region 10","Idaho","Community water system","State","Ground water","Active","-","100","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","31-DEC-1997","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","23-AUG-2002"
"ID6150018","RASMUSSEN RIDGE MINE","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Active","-","50","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","31-DEC-1998","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","23-AUG-2002"
"ID6150003","ITAFOS CONDA LLC (FORMERLY AGRIUM)","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Active","-","254","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","31-DEC-2001","Returned to Compliance","31-DEC-2001","SOX","State Compliance achieved","-","-","3","23-AUG-2002"
"ID4010178","KRIZVIEW PARK","Region 10","Idaho","Community water system","State","Ground water","Active","-","120","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","31-DEC-1997","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"OR4100517","COBBLESTONE MHP","Region 10","Oregon","Community water system","State","Ground water","Active","-","90","Lead and Copper Rule","53","Water Quality Parameter M/R","MR","N","Lead and Copper Rule","01-JAN-1995","30-JUN-1995","Returned to Compliance","01-APR-2002","SOX","State Compliance achieved","-","-","3","04-DEC-1998"
"OR4192040","EDDYVILLE CHARTER SCHOOL","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Active","-","200","Lead and Copper Rule","53","Water Quality Parameter M/R","MR","N","Lead and Copper Rule","01-JAN-1995","30-JUN-1995","Returned to Compliance","01-JAN-2007","SOX","State Compliance achieved","-","-","3","20-AUG-1998"
"AK2119205","HECLA GREENS CREEK 920 LEVEL","Region 10","Alaska","Non-Transient non-community system","State","Surface water","Active","-","175","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","16-DEC-1998","Returned to Compliance","16-DEC-1998","SOX","State Compliance achieved","-","-","3","02-JUN-1999"
"ID3140096","RICH SUBD","Region 10","Idaho","Community water system","State","Ground water","Active","-","60","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","05-JUN-2002","Returned to Compliance","05-JUN-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"ID3230062","PAYETTE RIVER TECHNICAL ACADEMY","Region 10","Idaho","Transient non-community system","State","Ground water","Active","-","108","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","10-MAY-2002","Returned to Compliance","10-MAY-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"ID3140014","CAMELOT WATER ASSN INC","Region 10","Idaho","Community water system","State","Ground water","Active","-","157","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","31-DEC-1995","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"ID3140187","SYMMS FRUIT RANCH INC","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Active","-","88","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","31-DEC-1997","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"ID6060059","RIVERSIDE ESTATES","Region 10","Idaho","Community water system","State","Ground water","Active","-","90","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","31-DEC-2000","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"ID4200005","ATLANTA WATER ASSN","Region 10","Idaho","Community water system","State","Surface water","Active","-","91","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","23-APR-2003","Returned to Compliance","23-APR-2003","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"AK2310853","WILDWOOD HOMES LLC","Region 10","Alaska","Community water system","State","Ground water","Active","-","114","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-1995","29-DEC-1998","Returned to Compliance","29-DEC-1998","SOX","State Compliance achieved","-","-","3","02-JUN-1999"
"ID6060102","GPOD OF IDAHO","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Active","-","100","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","31-DEC-1995","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"ID3230028","R AND V MOBILE HOME PARK","Region 10","Idaho","Community water system","State","Ground water","Active","-","27","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","31-MAY-2002","Returned to Compliance","31-MAY-2002","SOX","State Compliance achieved","-","-","3","23-AUG-2002"
"AK2372198","WHITESTONE FARMS TRAINING CNTR / SCHOOL","Region 10","Alaska","Non-Transient non-community system","State","Ground water","Active","-","112","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","01-SEP-1997","Known","-","SO8","State Other","-","-","3","24-AUG-1995"
"ID6150019","TROUT CREEK CULINARY WATER INC","Region 10","Idaho","Community water system","State","Ground water","Active","-","90","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","30-JUN-1998","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"ID4200046","SIMPLOT LIVESTOCK COMPANY GRANDVIEW","Region 10","Idaho","Community water system","State","Ground water","Active","-","100","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","23-APR-2003","Returned to Compliance","23-APR-2003","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"ID3140186","SYNGENTA SEEDS INC","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Active","-","80","Lead and Copper Rule","63","MPL Non-Compliance","TT","Y","Lead","01-JAN-1995","15-MAY-2002","Returned to Compliance","15-MAY-2002","SOX","State Compliance achieved","-","-","2","03-DEC-2002"
"ID6060089","WOODVILLE","Region 10","Idaho","Community water system","State","Ground water","Active","-","225","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","30-JUN-1999","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"ID7100059","BONNEVILLE ACRES WATER USERS ASSN INC","Region 10","Idaho","Community water system","State","Ground water","Active","-","100","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","28-AUG-2002","Returned to Compliance","30-JUN-2003","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"AK2320426","NSBU - POINT HOPE","Region 10","Alaska","Community water system","State","Surface water","Active","-","881","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-1995","29-DEC-1998","Returned to Compliance","29-DEC-1998","SOX","State Compliance achieved","-","-","3","02-JUN-1999"
"AK2300191","HUSLIA PUBLIC WATER SYSTEM","Region 10","Alaska","Community water system","State","Ground water","Active","-","323","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-1995","28-DEC-1998","Returned to Compliance","28-DEC-1998","SOX","State Compliance achieved","-","-","3","02-JUN-1999"
"ID3140130","VALLEY VIEW WATER","Region 10","Idaho","Community water system","State","Ground water","Active","-","57","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","10-MAY-2002","Returned to Compliance","10-MAY-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"AK2310837","BIRCHVIEW PROPERTIES","Region 10","Alaska","Community water system","State","Ground water","Active","-","41","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-1995","29-DEC-1998","Returned to Compliance","29-DEC-1998","SOX","State Compliance achieved","-","-","3","02-JUN-1999"
"WA5311050","CAPE GEORGE COLONY CLUB INC","Region 10","Washington","Community water system","State","Ground water","Active","-","1,022","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","01-JUL-1995","Returned to Compliance","01-JUL-1995","SOX","State Compliance achieved","-","-","3","16-FEB-2002"
"ID4200048","SPLENDID ACRES WATER ASSN","Region 10","Idaho","Community water system","State","Ground water","Active","-","90","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","31-DEC-1998","Returned to Compliance","23-APR-2003","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"ID3140070","MELBA CITY OF","Region 10","Idaho","Community water system","State","Ground water","Active","-","510","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","31-DEC-1999","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"WA5341997","LAKEHAVEN WATER AND SEWER DISTRICT","Region 10","Washington","Community water system","State","Surface water purchased","Active","-","116,906","Lead and Copper Rule","58","OCCT/SOWT Treatment Installation/Demonstration","TT","Y","Lead and Copper Rule","01-JAN-1995","25-JUL-2002","Known","-","SFK","State Bilateral Compliance Agreement signed","-","-","2","07-SEP-2002"
"OR4100329","NESIKA BEACH-OPHIR WD","Region 10","Oregon","Community water system","State","Ground water","Active","-","1,500","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","01-JAN-1995","-","Returned to Compliance","27-FEB-2001","SOX","State Compliance achieved","-","-","2","04-DEC-1998"
"ID7100022","COTTONWOOD ACRES DIV 4","Region 10","Idaho","Community water system","State","Ground water","Active","-","43","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","14-MAY-2002","Returned to Compliance","14-MAY-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"ID6030044","TYHEE AND S AND N ESTATES WATER ASSN","Region 10","Idaho","Community water system","State","Ground water","Active","-","300","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","30-JUN-1998","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"ID3140009","BELLE AIRE ACRES 2","Region 10","Idaho","Community water system","State","Ground water","Active","-","350","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","31-DEC-1995","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"ID3140005","APACHE HEIGHTS SUBDIVISION (2)","Region 10","Idaho","Community water system","State","Ground water","Active","-","110","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","31-DEC-1995","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"ID3140136","WEST CANYON ELEMENTARY SCHOOL","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Active","-","727","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","04-JUN-2002","Returned to Compliance","04-JUN-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"ID3140031","EAST CANYON ELEMENTARY SCHOOL","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Active","-","700","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","04-JUN-2002","Returned to Compliance","04-JUN-2002","SOX","State Compliance achieved","-","-","3","23-AUG-2002"
"OR4190541","CAMAS VALLEY SCHOOL","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Active","-","210","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","01-JAN-1995","-","Returned to Compliance","08-MAY-2001","SOX","State Compliance achieved","-","-","2","04-DEC-1998"
"ID7260037","TERRETON PUMP 2","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Active","-","50","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","13-MAY-2002","Returned to Compliance","13-MAY-2002","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"ID7260001","BALL BROS PRODUCE","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Active","-","35","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","13-MAY-2002","Returned to Compliance","13-MAY-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"ID4010151","FAIRVIEW MOBILE HOME PARK","Region 10","Idaho","Community water system","State","Ground water","Changed from public to non-public","20-JAN-2006","0","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","01-JAN-1999","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"ID4010017","BRIAN SUB WATER USERS ASSOCIATION","Region 10","Idaho","Community water system","State","Ground water","Changed from public to non-public","30-NOV-2017","0","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","31-DEC-1997","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"ID6060051","BASIC AMERICAN INGREDIENTS INC FLAKES","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Changed from public to non-public","27-JAN-2020","75","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","31-DEC-1998","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","23-AUG-2002"
"ID6060111","NONPAREIL OFFICE COMPLEX","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Changed from public to non-public","03-SEP-2013","0","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","30-JUN-1997","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","23-AUG-2002"
"ID5420018","DESERT VIEW SUBD","Region 10","Idaho","Community water system","State","Ground water","Changed from public to non-public","24-AUG-2006","0","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","17-JUN-1999","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"ID6060037","JSD WATER COMPANY","Region 10","Idaho","Community water system","State","Ground water","Changed from public to non-public","16-DEC-2003","0","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","30-JUN-1997","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"AK2300769","CIRCLE WASHETERIA","Region 10","Alaska","Community water system","State","Ground water","Active","-","110","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","26-MAR-1999","Returned to Compliance","26-MAR-1999","SOX","State Compliance achieved","-","-","3","02-MAR-1999"
"ID5420040","MEANDER POINT SUBD","Region 10","Idaho","Community water system","State","Ground water","Active","-","140","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","30-JAN-1998","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"ID3140138","WILDER CITY OF","Region 10","Idaho","Community water system","State","Ground water","Active","-","1,500","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","31-DEC-1995","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"ID3370014","MURPHY WATER SYSTEM","Region 10","Idaho","Community water system","State","Ground water","Active","-","75","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","31-DEC-2000","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"ID7100063","OSGOOD SCHOOL","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Active","-","90","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","14-MAY-2002","Returned to Compliance","14-MAY-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"AK2360109","TOO'GHA INC - IN TANANA","Region 10","Alaska","Community water system","State","Surface water","Active","-","351","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-1995","29-DEC-1998","Returned to Compliance","29-DEC-1998","SOX","State Compliance achieved","-","-","3","02-JUN-1999"
"AK2130067","HOONAH PWS","Region 10","Alaska","Community water system","State","Surface water","Active","-","980","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","16-DEC-1998","Returned to Compliance","16-DEC-1998","SOX","State Compliance achieved","-","-","3","02-JUN-1999"
"ID7260047","COUNTRY LIVING CENTER","Region 10","Idaho","Community water system","State","Ground water","Active","-","30","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","13-MAY-2002","Returned to Compliance","13-MAY-2002","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"ID7410004","DRIGGS CITY OF","Region 10","Idaho","Community water system","State","Ground water","Active","-","1,300","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","30-JUN-2003","Returned to Compliance","30-JUN-2003","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"ID7300041","SALMON RIVER MEADOWS MUTUAL WATER COMPAN","Region 10","Idaho","Community water system","State","Ground water","Active","-","47","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","13-MAY-2002","Returned to Compliance","13-MAY-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"ID3140038","GEM STATE ACADEMY","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Active","-","170","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","06-MAY-2002","Returned to Compliance","06-MAY-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"ID6060057","RIVERVIEW VILLA","Region 10","Idaho","Community water system","State","Ground water","Active","-","200","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","30-JUN-1997","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"ID6060078","SOUTH PARK WATER AND SEWER","Region 10","Idaho","Community water system","State","Ground water","Active","-","125","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","-","Returned to Compliance","01-JAN-1997","EOX","Federal Compliance achieved","-","-","3","01-JUN-2002"
"AK2260252","AKUTAN","Region 10","Alaska","Community water system","State","Surface water","Active","-","95","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-1995","15-DEC-1998","Returned to Compliance","07-OCT-2009","SOX","State Compliance achieved","-","-","3","02-JUN-1999"
"AK2210312","AK CHILD AND FAMILY","Region 10","Alaska","Non-Transient non-community system","State","Ground water","Active","-","100","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-1995","22-JUN-1999","Returned to Compliance","22-JUN-1999","SOX","State Compliance achieved","-","-","3","02-JUN-1999"
"AK2260367","NEW STUYAHOK WATER SYSTEM","Region 10","Alaska","Community water system","State","Ground water","Active","-","566","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-1995","22-JUN-1999","Returned to Compliance","22-JUN-1999","SOX","State Compliance achieved","-","-","3","02-JUN-1999"
"OR4194670","OREGON TRAIL SD - BORING MID SCH","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Active","-","400","Lead and Copper Rule","53","Water Quality Parameter M/R","MR","N","Lead and Copper Rule","01-JAN-1995","30-JUN-1995","Returned to Compliance","06-SEP-2011","SOX","State Compliance achieved","-","-","3","20-AUG-1998"
"ID4010050","EAGLE WEST SUBD WATER ASSN","Region 10","Idaho","Community water system","State","Ground water","Active","-","92","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","31-DEC-2000","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"OR4105258","SUNSET HILLS DOMESTIC WATER ASSOCIATION","Region 10","Oregon","Community water system","State","Ground water","Active","-","34","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","-","Returned to Compliance","16-NOV-1999","SOX","State Compliance achieved","-","-","3","01-DEC-1999"
"OR4105567","SUNRIDGE ESTATES","Region 10","Oregon","Community water system","State","Ground water","Active","-","100","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","-","Returned to Compliance","16-NOV-1999","SOX","State Compliance achieved","-","-","3","01-DEC-1999"
"AK2120062","SHOUP STREET SERVICE AREA","Region 10","Alaska","Community water system","State","Surface water","Changed from public to non-public","27-OCT-2003","100","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","16-DEC-1998","Returned to Compliance","16-DEC-1998","SOX","State Compliance achieved","-","-","3","02-JUN-1999"
"AK2120313","GILDERSLEEVE GRACE HARBOR","Region 10","Alaska","Non-Transient non-community system","State","Surface water","Changed from public to non-public","21-JUL-2005","78","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-1995","16-DEC-1998","Returned to Compliance","16-DEC-1998","SOX","State Compliance achieved","-","-","3","02-JUN-1999"
"AK2121042","NATZUHINI CAMP","Region 10","Alaska","Transient non-community system","State","Surface water","Changed from public to non-public","24-MAY-2006","37","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","30-SEP-1999","Returned to Compliance","30-SEP-1999","SOX","State Compliance achieved","-","-","3","04-DEC-1999"
"AK2121188","NAUKATI BAY CAMP","Region 10","Alaska","Non-Transient non-community system","State","Surface water","Changed from public to non-public","07-JUL-2003","19","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-1995","16-DEC-1998","Returned to Compliance","16-DEC-1998","SOX","State Compliance achieved","-","-","3","02-JUN-1999"
"AK2210582","TUDOR MOBILE COURT","Region 10","Alaska","Community water system","State","Ground water","Changed from public to non-public","09-AUG-2006","10","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-1995","14-DEC-1998","Returned to Compliance","14-DEC-1998","SOX","State Compliance achieved","-","-","3","02-JUN-1999"
"AK2210883","BROOKSIDE MANOR TC","Region 10","Alaska","Community water system","State","Ground water","Changed from public to non-public","31-AUG-2012","200","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-1995","22-JUN-1999","Returned to Compliance","22-JUN-1999","SOX","State Compliance achieved","-","-","3","02-JUN-1999"
"AK2110619","HAINES","Region 10","Alaska","Community water system","State","Surface water","Changed from public to non-public","04-AUG-2016","1,613","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-1995","16-DEC-1998","Returned to Compliance","16-DEC-1998","SOX","State Compliance achieved","-","-","3","02-JUN-1999"
"AK2110821","COVENANT LIFE CENTER","Region 10","Alaska","Community water system","State","Ground water","Changed from public to non-public","07-JAN-2016","21","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-1995","16-DEC-1998","Returned to Compliance","16-DEC-1998","SOX","State Compliance achieved","-","-","3","02-JUN-1999"
"AK2111449","SHEEP CREEK PORTAL CAMP","Region 10","Alaska","Community water system","State","Ground water","Inactive","01-MAR-1999","60","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","16-DEC-1998","Returned to Compliance","16-DEC-1998","SOX","State Compliance achieved","-","-","3","02-MAR-1999"
"AK2130562","WHITESTONE LOGGING","Region 10","Alaska","Non-Transient non-community system","State","Surface water","Changed from public to non-public","11-MAY-2009","24","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-1995","16-DEC-1998","Returned to Compliance","16-DEC-1998","SOX","State Compliance achieved","-","-","3","02-JUN-1999"
"AK2130659","I-USFS STARRIGAVAN RECREATION AREA,SITKA","Region 10","Alaska","Non-Transient non-community system","State","Ground water","Changed from public to non-public","18-NOV-2016","100","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","16-DEC-1998","Returned to Compliance","16-DEC-1998","SOX","State Compliance achieved","-","-","3","02-JUN-1999"
"AK2130693","SILVER BAY LOGGING, CUBE COVE","Region 10","Alaska","Community water system","State","Surface water","Changed from public to non-public","31-OCT-2001","0","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","16-DEC-1998","Returned to Compliance","17-JUN-1999","SOX","State Compliance achieved","-","-","3","02-MAR-1999"
