"PWS ID","PWS Name","EPA Region","Primacy Agency","PWS Type","Primacy Type","Area Type","County Served","City Served","Zip Code Served","Tribal Code","Tribal Description","Activity Status","Deactivation Date","Address Line1","Address Line2","State Code","Zip Code"
"MI0005515","PORT SUTTON CONDOMINIUM ASSOCIATION","05","Michigan","Community water system","State","City","-","SUTTONS BAY","-","-","-","Changed from public to non-public","06-APR-2007","12935 S. West Bay Shore Drive #370","-","MI","49684"
"MI0005515","PORT SUTTON CONDOMINIUM ASSOCIATION","05","Michigan","Community water system","State","County","Leelanau","-","-","-","-","Changed from public to non-public","06-APR-2007","12935 S. West Bay Shore Drive #370","-","MI","49684"
"MI0005625","COTTAGE GROVE APARTMENTS","05","Michigan","Community water system","State","County","Berrien","-","-","-","-","Changed from public to non-public","29-APR-2015","8600 MOELLER","-","MI","49740"
"MI0005665","RICHFIELD TOWNSHIP","05","Michigan","Community water system","State","County","Genesee","-","-","-","-","Changed from public to non-public","25-JUN-2007","44038 WOODWARD AVE, STE 200","-","MI","48302"
"MI0005687","NORTHWOOD TRAIL APARTMENTS","05","Michigan","Community water system","State","County","Genesee","-","-","-","-","Changed from public to non-public","20-NOV-2002","2080 WEST DAWSON ROAD","-","MI","48380"
"MI0005725","ROCK HILL DUPLEXES","05","Michigan","Community water system","State","County","Livingston","-","-","-","-","Changed from public to non-public","22-JAN-2003","6179 MCGUIRE","-","MI","48430"
"MI0005755","GLENCOVE APARTMENTS LLC","05","Michigan","Community water system","State","County","Genesee","-","-","-","-","Changed from public to non-public","11-JAN-2002","P.O. BOX 324","-","MI","48437"
"MI0005994","MALLARDS LANDING OF CALEDONIA","05","Michigan","Community water system","State","County","Kent","-","-","-","-","Changed from public to non-public","16-JUL-2007","7389 M-88 SOUTH","-","MI","49615"
"MI0006076","SWATMAN DEVELOPMENT","05","Michigan","Community water system","State","County","Shiawassee","-","-","-","-","Changed from public to non-public","05-FEB-2009","4967 CROOKS RD. STE 201","-","MI","48098"
"MI0006275","ST CLAIR COUNTY DPW","05","Michigan","Community water system","State","-","-","-","-","-","-","Changed from public to non-public","30-APR-2002","21 AIRPORT DRIVE","-","MI","48079"
"MI0006445","SUGAR LOAF RESORT","05","Michigan","Community water system","State","County","Leelanau","-","-","-","-","Changed from public to non-public","12-FEB-2019","P.O. BOX 553","-","MI","49418"
"MI0006576","THETFORD TOWNSHIP","05","Michigan","Community water system","State","City","-","THETFORD","-","-","-","Changed from public to non-public","25-JUN-2007","4014 East Vienna Road","-","MI","48420"
"MI0006576","THETFORD TOWNSHIP","05","Michigan","Community water system","State","County","Genesee","-","-","-","-","Changed from public to non-public","25-JUN-2007","4014 East Vienna Road","-","MI","48420"
"MI0006643","ORCHARD VIEW/TC HOUSING COM.","05","Michigan","Community water system","State","County","Leelanau","-","-","-","-","Changed from public to non-public","07-NOV-2007","10200 East Carter Road","-","MI","49684"
"MI2007922","VERSO CORPORATION","05","Michigan","Non-Transient non-community system","State","City","-","NORWAY","-","-","-","Changed from public to non-public","15-MAY-2020","PO BOX 241","-","MI","49870"
"MI2007922","VERSO CORPORATION","05","Michigan","Non-Transient non-community system","State","County","Dickinson","-","-","-","-","Changed from public to non-public","15-MAY-2020","PO BOX 241","-","MI","49870"
"MI2007922","VERSO CORPORATION","05","Michigan","Non-Transient non-community system","State","Zip Code","-","-","49870","-","-","Changed from public to non-public","15-MAY-2020","PO BOX 241","-","MI","49870"
"MI2045739","LITTLE DAFFODILS, LLC","05","Michigan","Non-Transient non-community system","State","Zip Code","-","-","49009","-","-","Changed from public to non-public","15-MAY-2020","7476 N 14th St","-","MI","49009"
"MI2045739","LITTLE DAFFODILS, LLC","05","Michigan","Non-Transient non-community system","State","County","Kalamazoo","-","-","-","-","Changed from public to non-public","15-MAY-2020","7476 N 14th St","-","MI","49009"
"MI2045739","LITTLE DAFFODILS, LLC","05","Michigan","Non-Transient non-community system","State","City","-","Kalamazoo","-","-","-","Changed from public to non-public","15-MAY-2020","7476 N 14th St","-","MI","49009"
"MI2000157","CALVIN CHRISTIAN REFORM CHURCH","05","Michigan","Transient non-community system","State","Zip Code","-","-","49657","-","-","Changed from public to non-public","29-AUG-2019","10970 SOUTH BURKETT ROAD","-","MI","49657"
"MI2000157","CALVIN CHRISTIAN REFORM CHURCH","05","Michigan","Transient non-community system","State","County","Missaukee","-","-","-","-","Changed from public to non-public","29-AUG-2019","10970 SOUTH BURKETT ROAD","-","MI","49657"
"MI2000157","CALVIN CHRISTIAN REFORM CHURCH","05","Michigan","Transient non-community system","State","City","-","MCBAIN","-","-","-","Changed from public to non-public","29-AUG-2019","10970 SOUTH BURKETT ROAD","-","MI","49657"
"MI2000714","SHADY SHORES RESORT","05","Michigan","Transient non-community system","State","City","-","DOWAGIAC","-","-","-","Changed from public to non-public","29-JUL-2019","51256 GARRET ROAD","-","MI","49047"
"MI2000714","SHADY SHORES RESORT","05","Michigan","Transient non-community system","State","County","Cass","-","-","-","-","Changed from public to non-public","29-JUL-2019","51256 GARRET ROAD","-","MI","49047"
"MI2000714","SHADY SHORES RESORT","05","Michigan","Transient non-community system","State","Zip Code","-","-","49047","-","-","Changed from public to non-public","29-JUL-2019","51256 GARRET ROAD","-","MI","49047"
"MI2015658","WHITEFORD HIGH SCHOOL","05","Michigan","Non-Transient non-community system","State","County","Monroe","-","-","-","-","Changed from public to non-public","15-MAY-2020","6655 CONSEAR RD","-","MI","49267"
"OH1244912","STUDEBAKER NURSERY-OFFICE PWS","05","Ohio","Transient non-community system","State","County","Clark","-","-","-","-","Changed from public to non-public","22-JAN-2019","11140 MILTON-CARLISLE RD","-","OH","45344"
"OH1433512","SNOW HILL COUNTRY CLUB","05","Ohio","Transient non-community system","State","County","Clinton","-","-","-","-","Changed from public to non-public","07-JAN-2016","11093 STATE RTE 73","-","OH","45159"
"OH1434612","SHADY OAKS CAMPGROUNDS","05","Ohio","Transient non-community system","State","County","Clinton","-","-","-","-","Changed from public to non-public","31-DEC-2015","5841 SR 730","-","OH","45177"
"OH6254612","THE RESORT AT ERIE LANDINGS","05","Ohio","Community water system","State","County","Ottawa","-","-","-","-","Changed from public to non-public","21-NOV-2018","333 N Bedford Road, Suite 145","-","NY","10549"
"OH4102312","SMITHFIELD  PWS","05","Ohio","Community water system","State","County","Jefferson","-","-","-","-","Changed from public to non-public","10-JUL-2015","P.O. BOX 472","1347 MAIN ST.","OH","43948"
"OH8133812","PLEASANT CHAPEL UM CHURCH","05","Ohio","Transient non-community system","State","County","Van Wert","-","-","-","-","Changed from public to non-public","23-FEB-2017","9038 Old Tile Factory Rd","-","OH","45891"
"OH1940012","WOODLAND HEIGHTS ELEMENTARY SCHOOL","05","Ohio","Non-Transient non-community system","State","County","Darke","-","-","-","-","Changed from public to non-public","12-JAN-2017","GREENVILLE CITY SCHOOL DISTRICT","215 W FOURTH ST","OH","45331"
"OH5259712","BP AMOCO OIL PWS","05","Ohio","Transient non-community system","State","County","Medina","-","-","-","-","Changed from public to non-public","04-OCT-2006","15 PEARL ROAD","-","OH","44212"
"OH5259712","BP AMOCO OIL PWS","05","Ohio","Transient non-community system","State","City","-","BRUNSWICK HILLS","-","-","-","Changed from public to non-public","04-OCT-2006","15 PEARL ROAD","-","OH","44212"
"OH7661412","CLAYS PARK RESORTS WPWL PWS","05","Ohio","Transient non-community system","State","City","-","NORTH LAWRENCE","-","-","-","Changed from public to non-public","13-MAY-2009","13190 Patterson Rd.","-","OH","44666"
"OH7661412","CLAYS PARK RESORTS WPWL PWS","05","Ohio","Transient non-community system","State","County","Stark","-","-","-","-","Changed from public to non-public","13-MAY-2009","13190 Patterson Rd.","-","OH","44666"
"OH5540212","PROCESS EQUIPMENT CO.-1 PWS","05","Ohio","Non-Transient non-community system","State","County","Miami","-","-","-","-","Changed from public to non-public","30-MAR-2016","Process Equipment Company","6555 State Route 202 South","OH","45371"
"OH7675313","MOFFITT HTS PRESCHOOL & DAY CARE CENTER","05","Ohio","Non-Transient non-community system","State","County","Stark","-","-","-","-","Changed from public to non-public","12-DEC-2006","9307 SENECA ST NW","-","OH","44646"
"OH0340312","PARADISE HILLS GOLF COURSE","05","Ohio","Transient non-community system","State","County","Ashland","-","-","-","-","Changed from public to non-public","12-AUG-2020","1406 TWP RD 1353","PO BOX 31","OH","44805-0031"
"OH3231112","CALVARY UM CHURCH OF BENTON RIDGE","05","Ohio","Transient non-community system","State","County","Hancock","-","-","-","-","Changed from public to non-public","08-MAR-2018","177 MAIN STREET","PO BOX 20","OH","45816"
"OH5544612","TROY GULF","05","Ohio","Transient non-community system","State","County","Miami","-","-","-","-","Changed from public to non-public","30-OCT-2015","Takhar Oil Company","7030 Poe Ave, Building A","OH","45414"
"OH5549312","THE BARN MINISTRIES INC","05","Ohio","Transient non-community system","State","County","Miami","-","-","-","-","Changed from public to non-public","02-MAY-2019","2140 RENCH RD.","-","OH","45359"
"OH5550012","STARFUEL- PIQUA","05","Ohio","Transient non-community system","State","County","Miami","-","-","-","-","Changed from public to non-public","12-JAN-2017","Premium Petroleum, Inc.","5630 Alliance Way","OH","43228"
"OH0800012","ABERDEEN VILLAGE","05","Ohio","Community water system","State","County","Brown","-","-","-","-","Changed from public to non-public","31-OCT-2016","PO BOX 509","-","OH","45101"
"OH0630212","BUCKLAND COMMUNITY CENTER","05","Ohio","Transient non-community system","State","County","Auglaize","-","-","-","-","Changed from public to non-public","16-MAR-2018","104 N Main Street","-","OH","45819"
"OH0630512","THE OLDE TYME GRILLE","05","Ohio","Transient non-community system","State","County","Auglaize","-","-","-","-","Changed from public to non-public","16-MAR-2018","100 S MAIN ST","-","OH","45819"
"OH0632312","ODOT REST AREA 7-25","05","Ohio","Transient non-community system","State","County","Auglaize","-","-","-","-","Changed from public to non-public","26-JUL-2018","1001 ST MARYS AVE","PO BOX 0969","OH","453650969"
"OH0632312","ODOT REST AREA 7-25","05","Ohio","Transient non-community system","State","City","-","SIDNEY","-","-","-","Changed from public to non-public","26-JUL-2018","1001 ST MARYS AVE","PO BOX 0969","OH","453650969"
"OH0632612","RUSTIC HAVEN CAMPGROUND","05","Ohio","Transient non-community system","State","County","Auglaize","-","-","-","-","Changed from public to non-public","30-MAY-2018","109 E SOUTH STREET","-","OH","45869"
"OH0632612","RUSTIC HAVEN CAMPGROUND","05","Ohio","Transient non-community system","State","City","-","NEW BREMEN","-","-","-","Changed from public to non-public","30-MAY-2018","109 E SOUTH STREET","-","OH","45869"
"OH0634512","LAKE AMANDA CLUB","05","Ohio","Transient non-community system","State","County","Auglaize","-","-","-","-","Changed from public to non-public","24-JUL-2018","09139 PLACE RD","-","OH","45895"
"OH0900612","EDGEWOOD MOBILE HOME PARK","05","Ohio","Community water system","State","County","Butler","-","-","-","-","Changed from public to non-public","08-NOV-2016","1811 TALBERT RD","-","OH","45011"
"OH5749812","CLAYTON WTP PWS","05","Ohio","Community water system","State","County","Montgomery","-","-","-","-","Changed from public to non-public","26-SEP-2016","CITY OF CLAYTON","PO BOX 280","OH","45315-0280"
"OH5900812","NORTHGATE MOBILE HOME PARK","05","Ohio","Community water system","State","County","Morrow","-","-","-","-","Changed from public to non-public","26-APR-2007","501 MAIN STREET","P. O. BOX 4969","NY","13504"
"OH5900812","NORTHGATE MOBILE HOME PARK","05","Ohio","Community water system","State","City","-","MOUNT GILEAD","-","-","-","Changed from public to non-public","26-APR-2007","501 MAIN STREET","P. O. BOX 4969","NY","13504"
"OH7793812","GREEN HIGH SCHOOL FOOTBALL PWS","05","Ohio","Transient non-community system","State","County","Summit","-","-","-","-","Changed from public to non-public","13-MAY-2009","PO BOX 218","-","OH","442324232"
"OH7793812","GREEN HIGH SCHOOL FOOTBALL PWS","05","Ohio","Transient non-community system","State","City","-","GREENSBURG","-","-","-","Changed from public to non-public","13-MAY-2009","PO BOX 218","-","OH","442324232"
"OH6200811","GEM BEACH UTILITY CO","05","Ohio","Community water system","State","County","Ottawa","-","-","-","-","Changed from public to non-public","06-FEB-2007","3201 N CAROLINA ST, PO BOX 36","-","OH","43452"
"OH6200811","GEM BEACH UTILITY CO","05","Ohio","Community water system","State","City","-","PORT CLINTON","-","-","-","Changed from public to non-public","06-FEB-2007","3201 N CAROLINA ST, PO BOX 36","-","OH","43452"
"OH3936612","ODOT REST AREA 3-29","05","Ohio","Transient non-community system","State","City","-","ASHLAND","-","-","-","Changed from public to non-public","09-NOV-2006","906 N Clark St","-","OH","44805"
"OH3936612","ODOT REST AREA 3-29","05","Ohio","Transient non-community system","State","County","Huron","-","-","-","-","Changed from public to non-public","09-NOV-2006","906 N Clark St","-","OH","44805"
"OH4242412","GLEN HILL ORCHARDS - AG CAMP PWS","05","Ohio","Transient non-community system","State","County","Knox","-","-","-","-","Changed from public to non-public","22-JAN-2019","17156 GLEN RD","-","OH","43050"
"OH4555712","NEW DAY FARMS","05","Ohio","Non-Transient non-community system","State","County","Licking","-","-","-","-","Changed from public to non-public","15-FEB-2019","11212 CROTON RD","-","OH","430139725"
"OH4555712","NEW DAY FARMS","05","Ohio","Non-Transient non-community system","State","City","-","CROTON","-","-","-","Changed from public to non-public","15-FEB-2019","11212 CROTON RD","-","OH","430139725"
"OH2937612","RAINBOW LAKE","05","Ohio","Transient non-community system","State","County","Greene","-","-","-","-","Changed from public to non-public","23-MAR-2016","3491 STATE ROUTE 235","-","OH","45324"
"OH2932212","ECONOLODGE BEAVERCREEK","05","Ohio","Transient non-community system","State","County","Greene","-","-","-","-","Changed from public to non-public","04-APR-2016","2220 HELLER DR.","-","OH","45434"
"OH2958412","GREENE CO FISH AND GAME S CAMPGRND PWS","05","Ohio","Transient non-community system","State","County","Greene","-","-","-","-","Changed from public to non-public","13-MAR-2009","PO BOX 64","-","OH","45385"
"OH5532412","INDIAN HILLS 4H CAMP PWS","05","Ohio","Transient non-community system","State","County","Miami","-","-","-","-","Changed from public to non-public","24-JUL-2020","8212 LAUVER RD","PO BOX G","OH","45359"
"OH5534912","TIP TOP CAMP NORTH","05","Ohio","Transient non-community system","State","County","Miami","-","-","-","-","Changed from public to non-public","24-JUL-2020","505 S SECOND ST","PO BOX 126","OH","45371"
"OH5534922","TIP TOP CAMP SOUTH","05","Ohio","Transient non-community system","State","County","Miami","-","-","-","-","Changed from public to non-public","28-SEP-2016","505 S SECOND ST","PO BOX 126","OH","45371"
"OH2955408","ABUNDANT LIFE APOSTOLIC","05","Ohio","Transient non-community system","State","County","Greene","-","-","-","-","Changed from public to non-public","17-SEP-2009","4100 BROWN ROAD","-","OH","45440"
"OH2958312","GREENE CO FISH & GAME CAMPGRND PWS","05","Ohio","Transient non-community system","State","County","Greene","-","-","-","-","Changed from public to non-public","12-DEC-2016","PO BOX 64","-","OH","45385"
"OH0343612","MWCD-EAGLE POINT-CM9","05","Ohio","Transient non-community system","State","County","Ashland","-","-","-","-","Changed from public to non-public","15-AUG-2018","1319 THIRD ST NW","-","OH","44663"
"OH0445212","AERIE-PYMATUNING 4035","05","Ohio","Transient non-community system","State","City","-","ANDOVER","-","-","-","Changed from public to non-public","02-MAR-2007","6210 State Rt. 85","PO Box 1175","OH","44003"
"OH0445212","AERIE-PYMATUNING 4035","05","Ohio","Transient non-community system","State","County","Ashtabula","-","-","-","-","Changed from public to non-public","02-MAR-2007","6210 State Rt. 85","PO Box 1175","OH","44003"
"OH5700412","CAINS MOBILE HOME COURT","05","Ohio","Community water system","State","County","Montgomery","-","-","-","-","Changed from public to non-public","14-JUL-2017","2305 E RIVER RD","-","OH","45439"
"OH3332512","DAY BY DAY CHILD DEVELOPMENT CENTER","05","Ohio","Non-Transient non-community system","State","County","Hardin","-","-","-","-","Changed from public to non-public","11-MAY-2018","1991 STATE ROUTE 309","-","OH","458129641"
"OH3332512","DAY BY DAY CHILD DEVELOPMENT CENTER","05","Ohio","Non-Transient non-community system","State","City","-","ADA","-","-","-","Changed from public to non-public","11-MAY-2018","1991 STATE ROUTE 309","-","OH","458129641"
"OH7720012","RICHFIELD SENIOR CENTER","05","Ohio","Transient non-community system","State","County","Summit","-","-","-","-","Changed from public to non-public","23-OCT-2007","4410 WEST STREETSBORO ROAD","-","OH","44286"
"OH5745612","BLESSED HOPE BAPTIST CHURCH","05","Ohio","Transient non-community system","State","County","Montgomery","-","-","-","-","Changed from public to non-public","23-JUN-2016","4461 FISHBURG ROAD","-","OH","45424"
"OH3330912","BULLWINKLES BAR AND GRILL","05","Ohio","Transient non-community system","State","County","Hardin","-","-","-","-","Changed from public to non-public","11-MAY-2018","2456 N MAIN STREET","PO BOX 65","OH","45835-0065"
"OH3331112","HARDIN-NORTHERN SCHOOLS","05","Ohio","Non-Transient non-community system","State","County","Hardin","-","-","-","-","Changed from public to non-public","11-MAY-2018","11586 STATE ROUTE 81","-","OH","45835-9725"
"OH3335412","CHILDRENS LAUGH N LEARN","05","Ohio","Non-Transient non-community system","State","County","Hardin","-","-","-","-","Changed from public to non-public","11-MAY-2018","10702 US RTE 68 N","-","OH","43326"
"OH3335612","VAN DEURZEN DAIRY LLC","05","Ohio","Non-Transient non-community system","State","County","Hardin","-","-","-","-","Changed from public to non-public","11-MAY-2018","2500 County Road 110","-","OH","45812"
"OH3431312","CAMP TIPPECANOE","05","Ohio","Transient non-community system","State","County","Harrison","-","-","-","-","Changed from public to non-public","03-MAY-2018","81300 YMCA ROAD","-","OH","44699"
"OH3435812","MWCD-TAPPAN FISHER CABIN","05","Ohio","Transient non-community system","State","County","Harrison","-","-","-","-","Changed from public to non-public","14-NOV-2018","1319 THIRD ST, NW","-","OH","44663-0349"
"OH3735012","ODNR-HOCKING HILLS-CONKLES HOLLOW","05","Ohio","Transient non-community system","State","County","Hocking","-","-","-","-","Changed from public to non-public","26-APR-2016","ATTN VICTOR REVERENDO","2045 MORSE RD C-3","OH","43229-6605"
"OH7538312","CLOPAY BUILDING PRODUCTS COMPANY PLANT 1","05","Ohio","Non-Transient non-community system","State","County","Shelby","-","-","-","-","Changed from public to non-public","13-MAY-2009","101 NORTH LIBERTY STREET","-","OH","45363"
"OH2862312","RUSSELL SHELL","05","Ohio","Transient non-community system","State","County","Geauga","-","-","-","-","Changed from public to non-public","03-APR-2020","14900 CHILLICOTHE RD","-","OH","44072"
"OH7539712","LEHMKUHLS LANDING SOUTH PWS","05","Ohio","Transient non-community system","State","County","Shelby","-","-","-","-","Changed from public to non-public","07-OCT-2016","LEHMKUHLS LANDING PROPERTY OWNERS","PO BOX 95","OH","45865"
"OH7250012","SACHS FARMS AMLC 1","05","Ohio","Transient non-community system","State","County","Sandusky","-","-","-","-","Changed from public to non-public","20-SEP-2017","1981 Co. Rd. 145","-","OH","43420"
"OH7254512","VEL-A-DA AMLC  2","05","Ohio","Transient non-community system","State","County","Sandusky","-","-","-","-","Changed from public to non-public","15-FEB-2018","9000 N CO RD 51","-","OH","44836"
"OH7257912","TRI-COUNTY TARP PWS","05","Ohio","Transient non-community system","State","County","Sandusky","-","-","-","-","Changed from public to non-public","28-MAR-2017","13100 US Rte 23","P. O. Box 600","OH","43406"
"OH5044112","VFW POST 7600 PWS","05","Ohio","Transient non-community system","State","County","Mahoning","-","-","-","-","Changed from public to non-public","11-DEC-2013","4303 Oak Street","-","OH","44436"
"OH5052812","YNG AREA JEWISH FEDERATI","05","Ohio","Transient non-community system","State","County","Mahoning","-","-","-","-","Changed from public to non-public","13-MAY-2009","505 GYPSY LANE","-","OH","44504"
"OH7447412","NOMS FAMILY PRACTICE TIFFIN","05","Ohio","Transient non-community system","State","County","Seneca","-","-","-","-","Changed from public to non-public","13-APR-2017","NOMS Family Practice Tiffin","2815 S State Rte 100","OH","44883"
"OH7534512","ANNA TRUCK STOP LLC","05","Ohio","Transient non-community system","State","County","Shelby","-","-","-","-","Changed from public to non-public","13-AUG-2019","ANNA TRUCK STOP LLC","7030 POE AVE BLDG A","OH","45414"
"OH7537712","FRANCIS MANUFACTURING CO","05","Ohio","Non-Transient non-community system","State","County","Shelby","-","-","-","-","Changed from public to non-public","24-JUN-2015","P.O. BOX 400","2200 RUSSIA-VERSAILLES ROAD","OH","45363-0400"
"OH7231412","BRUBAKER/VEL-A-DA AMLC","05","Ohio","Transient non-community system","State","County","Sandusky","-","-","-","-","Changed from public to non-public","15-FEB-2018","9000 N CO RD 51","-","OH","44836"
"OH7237112","LUTZ ELEMENTARY SCHOOL","05","Ohio","Non-Transient non-community system","State","County","Sandusky","-","-","-","-","Changed from public to non-public","01-JUN-2020","FREMONT SCHOOLS","500 W STATE ST SUITE A","OH","43420"
"OH6901503","PUTNAM COUNTY-EAST OTTAWA","05","Ohio","Community water system","State","County","Putnam","-","-","-","-","Changed from public to non-public","15-FEB-2019","245 E MAIN ST STE 101","-","OH","45875"
"OH8637012","PIONEER SCOUT RESERVE [BSA]-POOL","05","Ohio","Transient non-community system","State","County","Williams","-","-","-","-","Changed from public to non-public","15-JUN-2018","PO Box 8728","-","OH","43623"
"OH6932012","COLUMBUS GROVE MUNICIPAL POOL","05","Ohio","Transient non-community system","State","County","Putnam","-","-","-","-","Changed from public to non-public","11-AUG-2017","113 E SYCAMORE STREET","-","OH","45830-1245"
"OH7054212","MOHICAN SCHOOL-GROVE PORT RIVER LODGE","05","Ohio","Transient non-community system","State","County","Richland","-","-","-","-","Changed from public to non-public","05-JUN-2020","5370 Bunker Hill Rd","-","OH","44822"
"OH7054312","MOHICAN SCHOOL- CHING ACH GOOK","05","Ohio","Transient non-community system","State","County","Richland","-","-","-","-","Changed from public to non-public","05-JUN-2020","5370 Bunker Hill Rd","-","OH","44822"
"OH1942612","HILLGROVE FEDERATED CHURCH","05","Ohio","Transient non-community system","State","County","Darke","-","-","-","-","Changed from public to non-public","28-FEB-2018","1009 HILLGROVE WOODINGTON RD","-","OH","45390"
"OH7046312","MCDONALDS RESTAURANT-HANLEY","05","Ohio","Non-Transient non-community system","State","County","Richland","-","-","-","-","Changed from public to non-public","04-JUN-2018","58 W THIRD ST","-","OH","44902"
"OH7051912","MOHICAN SCHOOL - HEMLOCK FALLS","05","Ohio","Transient non-community system","State","County","Richland","-","-","-","-","Changed from public to non-public","05-JUN-2020","5370 Bunker Hill Rd","-","OH","44822-8800"
"OH7054712","STEP BY STEP CHILD CARE","05","Ohio","Non-Transient non-community system","State","County","Richland","-","-","-","-","Changed from public to non-public","19-MAR-2012","6 RIDGE ROAD S","-","OH","44905"
"OH2563312","CHURCH OF CHRIST OF GROVEPORT PWS","05","Ohio","Transient non-community system","State","City","-","GROVEPORT","-","-","-","Changed from public to non-public","18-OCT-2006","5626 Groveport Road","-","OH","43125"
"OH2563312","CHURCH OF CHRIST OF GROVEPORT PWS","05","Ohio","Transient non-community system","State","County","Franklin","-","-","-","-","Changed from public to non-public","18-OCT-2006","5626 Groveport Road","-","OH","43125"
"OH2352312","PINE GROVE REGIONAL FACILITY PWS","05","Ohio","Transient non-community system","State","County","Fairfield","-","-","-","-","Changed from public to non-public","27-MAR-2018","5131 DRINKLE ROAD","-","OH","43102"
"OH4800212","ST JAMES ESTATES","05","Ohio","Community water system","State","County","Lucas","-","-","-","-","Changed from public to non-public","25-AUG-2016","6951 West Bancroft Street","PO Box 446","OH","43552-0446"
"OH4837412","SWANTON COLISEUM ROLLER SKATING CTR","05","Ohio","Transient non-community system","State","County","Lucas","-","-","-","-","Changed from public to non-public","02-NOV-2018","822 BURR ROAD","-","OH","43567"
"OH7230812","CARMEUSE LIME- WOODVILLE OPERATIONS","05","Ohio","Transient non-community system","State","City","-","WOODVILLE","-","-","-","Changed from public to non-public","18-OCT-2006","1967 W County Rd 42","PO Box 708","OH","44815"
"OH7230812","CARMEUSE LIME- WOODVILLE OPERATIONS","05","Ohio","Transient non-community system","State","County","Sandusky","-","-","-","-","Changed from public to non-public","18-OCT-2006","1967 W County Rd 42","PO Box 708","OH","44815"
"OH2530212","ASHLAND INC.","05","Ohio","Non-Transient non-community system","State","City","-","DUBLIN","-","-","-","Changed from public to non-public","18-OCT-2006","5200 Blazer Parkway","-","OH","43017"
"OH2530212","ASHLAND INC.","05","Ohio","Non-Transient non-community system","State","County","Franklin","-","-","-","-","Changed from public to non-public","18-OCT-2006","5200 Blazer Parkway","-","OH","43017"
"OH8739912","OUTPOST CARRYOUT & PIZZA-WALBRIDGE","05","Ohio","Transient non-community system","State","County","Wood","-","-","-","-","Changed from public to non-public","09-FEB-2017","28629 East Broadway","-","OH","43465"
"OH2200903","ERIE CO HURON WEST DISTRICT","05","Ohio","Community water system","State","County","Erie","-","-","-","-","Changed from public to non-public","29-NOV-2017","554 RIVER RD","-","OH","44839"
"OH4566012","GRATIOT IMPROVEMENT ASSOCIATION","05","Ohio","Community water system","State","County","Licking","-","-","-","-","Changed from public to non-public","08-NOV-2019","P.O. BOX 362","-","OH","43740"
"OH4566112","EAST END WATER CO","05","Ohio","Community water system","State","County","Licking","-","-","-","-","Changed from public to non-public","08-NOV-2019","P.O. BOX 362","-","OH","43740"
"OH4630412","TRI-COUNTY COMMUNITY ACTION, INC PWS","05","Ohio","Transient non-community system","State","County","Logan","-","-","-","-","Changed from public to non-public","06-DEC-2007","6886 WISHART ST","-","OH","43324"
"OH2332912","JACKSON LAKE PARK-TENT AREA","05","Ohio","Transient non-community system","State","County","Fairfield","-","-","-","-","Changed from public to non-public","16-JAN-2018","3715 CEDAR HILL RD","-","OH","43110"
"OH7000712","COUNTRYSIDE WATER ASSOCIATION","05","Ohio","Community water system","State","County","Richland","-","-","-","-","Changed from public to non-public","15-MAY-2019","960 Donnawood Drive","-","OH","44903"
"OH7005312","ALTMAN HTS COMM WATER ASSOCIATION","05","Ohio","Community water system","State","County","Richland","-","-","-","-","Changed from public to non-public","20-MAY-2019","RICHLAND BANK BLDG, SUITE 808","3 NORTH MAIN STREET","OH","44902"
"OH7032112","CORNER SPORTS GRILL","05","Ohio","Transient non-community system","State","County","Richland","-","-","-","-","Changed from public to non-public","28-MAR-2016","1937 ASHLAND RD","-","OH","44905-7222"
"OH4938412","FIRST CHURCH OF GOD","05","Ohio","Transient non-community system","State","County","Madison","-","-","-","-","Changed from public to non-public","04-JUN-2019","P.O. Box 247","1525 Old Xenia Road","OH","43140"
"OH8743112","LUCKEY ELEMENTARY SCHOOL","05","Ohio","Non-Transient non-community system","State","County","Wood","-","-","-","-","Changed from public to non-public","02-AUG-2017","4800 SUGAR RIDGE RD","-","OH","43430-8701"
"OH8750512","LUCKEY VILLAGE BASIC PARK NORTH","05","Ohio","Transient non-community system","State","County","Wood","-","-","-","-","Changed from public to non-public","24-JAN-2017","226 Main St","PO Box 384","OH","43443-0384"
"OH8750612","LUCKEY VILLAGE BASIC PARK EAST","05","Ohio","Transient non-community system","State","County","Wood","-","-","-","-","Changed from public to non-public","24-JAN-2017","226 Main St","PO Box 384","OH","43443-0384"
"OH8832412","HICKORY GROVE GOLF CLUB","05","Ohio","Transient non-community system","State","County","Wyandot","-","-","-","-","Changed from public to non-public","30-MAR-2017","6302 STATE ROUTE 294","PO BOX 26","OH","43323"
"OH0252412","PILOT TRAVEL CENTER 5","05","Ohio","Transient non-community system","State","City","-","BEAVERDAM","-","-","-","Changed from public to non-public","18-OCT-2006","Attn: Environmental Compliance","P.O. Box 1500","OH","45501"
"OH0252412","PILOT TRAVEL CENTER 5","05","Ohio","Transient non-community system","State","County","Allen","-","-","-","-","Changed from public to non-public","18-OCT-2006","Attn: Environmental Compliance","P.O. Box 1500","OH","45501"
"OH0330912","ASHLAND-WOOSTER DRIVE-IN","05","Ohio","Transient non-community system","State","County","Ashland","-","-","-","-","Changed from public to non-public","01-APR-2019","1134 EAST MAIN ST","-","OH","44805"
"OH0238912","RAABE MOTOR SALES INC","05","Ohio","Transient non-community system","State","County","Allen","-","-","-","-","Changed from public to non-public","08-SEP-2017","11260 ELIDA RD","PO BOX 367","OH","45833-0367"
